GSE,CUI,SAB,CODE,STR
GSE16076,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16078,C0023418,ICD9CM,208,Leukemia of unspecified cell type
GSE16078,C0023418,ICD9CM,208.9,Unspecified leukemia
GSE16078,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16079,C0014175,ICD9CM,617,Endometriosis
GSE16079,C0014175,ICD9CM,617.9,Endometriosis NOS
GSE16079,C0014175,ICD9CM,617.9,Endometriosis, site unspecified
GSE16079,C0014175,MSH,D004715,Endometriosis
GSE16083,C0020505,ICD9CM,783.6,Polyphagia
GSE16090-GPL9273,C0024299,ICD9CM,200.1,Lymphosarcoma
GSE16090-GPL9278,C0024299,ICD9CM,200.1,Lymphosarcoma
GSE1611,C0013080,ICD9CM,758.0,Down's syndrome
GSE1611,C0013080,MSH,D004314,Down Syndrome
GSE16112,C0302363,ICD9CM,023.1,Brucella abortus
GSE16112,C0302363,MSH,D002007,Brucellosis, Bovine
GSE16113-GPL4133,C0028754,ICD9CM,278.00,Obesity NOS
GSE16113-GPL4133,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE16113-GPL4133,C0028754,MSH,D009765,Obesity
GSE16113-GPL8264,C0028754,ICD9CM,278.00,Obesity NOS
GSE16113-GPL8264,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE16113-GPL8264,C0028754,MSH,D009765,Obesity
GSE16113-GPL8265,C0028754,ICD9CM,278.00,Obesity NOS
GSE16113-GPL8265,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE16113-GPL8265,C0028754,MSH,D009765,Obesity
GSE16113-GPL8269,C0028754,ICD9CM,278.00,Obesity NOS
GSE16113-GPL8269,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE16113-GPL8269,C0028754,MSH,D009765,Obesity
GSE16113-GPL8274,C0028754,ICD9CM,278.00,Obesity NOS
GSE16113-GPL8274,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE16113-GPL8274,C0028754,MSH,D009765,Obesity
GSE16115,C0040559,MSH,D014124,Toxoplasmosis, Animal
GSE16118,C0024299,ICD9CM,200.1,Lymphosarcoma
GSE16119,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE16119,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE16121,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16122-GPL2005,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16122-GPL96,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16123,C0041473,ICD9CM,080,Louse-borne (epidemic) typhus
GSE16123,C0041473,ICD9CM,080,Louse-borne typhus
GSE16123,C0041473,MSH,D014438,Typhus, Epidemic Louse-Borne
GSE16124,C0031350,MSH,D010612,Pharyngitis
GSE16127,C0011175,ICD9CM,276.51,Dehydration
GSE16127,C0011175,MSH,D003681,Dehydration
GSE16129-GPL6106,C0001314,MSH,D000208,Acute Disease
GSE16129-GPL6106,C0038160,MSH,D013203,Staphylococcal Infections
GSE16129-GPL96,C0001314,MSH,D000208,Acute Disease
GSE16129-GPL96,C0038160,MSH,D013203,Staphylococcal Infections
GSE16129-GPL97,C0001314,MSH,D000208,Acute Disease
GSE16129-GPL97,C0038160,MSH,D013203,Staphylococcal Infections
GSE16131-GPL96,C0024301,ICD9CM,202.0,Nodular lymphoma
GSE16131-GPL97,C0024301,ICD9CM,202.0,Nodular lymphoma
GSE16134,C0011389,MSH,D003773,Dental Plaque
GSE16134,C0031099,MSH,D010518,Periodontitis
GSE16134,C0031106,MSH,D010520,Aggressive Periodontitis
GSE16134,C0266929,ICD9CM,523.4,Chronic periodontitis
GSE16134,C0266929,ICD9CM,523.40,Chronc periodontitis NOS
GSE16134,C0266929,ICD9CM,523.40,Chronic periodontitis, unspecified
GSE16134,C0266929,MSH,D055113,Chronic Periodontitis
GSE16140,C0032080,MSH,D010935,Plant Diseases
GSE16141,C0032080,MSH,D010935,Plant Diseases
GSE16142,C0032080,MSH,D010935,Plant Diseases
GSE16147,C0080151,MSH,D016097,Simian Acquired Immunodeficiency Syndrome
GSE1615-GPL96,C0032460,ICD9CM,256.4,Polycystic ovaries
GSE1615-GPL96,C0032460,MSH,D011085,Polycystic Ovary Syndrome
GSE1615-GPL97,C0032460,ICD9CM,256.4,Polycystic ovaries
GSE1615-GPL97,C0032460,MSH,D011085,Polycystic Ovary Syndrome
GSE16155,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE16155,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE16157,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE1616,C0151744,ICD9CM,410-414.99,ISCHEMIC HEART DISEASE
GSE1616,C0151744,MSH,D017202,Myocardial Ischemia
GSE16161-GPL570,C0011615,MSH,D003876,Dermatitis, Atopic
GSE16161-GPL570,C0033860,MSH,D011565,Psoriasis
GSE16161-GPL571,C0011615,MSH,D003876,Dermatitis, Atopic
GSE16161-GPL571,C0033860,MSH,D011565,Psoriasis
GSE16176,C0013080,ICD9CM,758.0,Down's syndrome
GSE16176,C0013080,MSH,D004314,Down Syndrome
GSE16180,C0023788,ICD9CM,040.2,Whipple's disease
GSE16180,C0023788,MSH,D008061,Whipple Disease
GSE16195,C0024198,ICD9CM,088.81,Lyme Disease
GSE16195,C0024198,MSH,D008193,Lyme Disease
GSE16196,C0206752,MSH,D018354,Alphavirus Infections
GSE16197-GPL8281,C0206752,MSH,D018354,Alphavirus Infections
GSE16197-GPL8580,C0206752,MSH,D018354,Alphavirus Infections
GSE16207,C0041351,ICD9CM,021,Tularemia
GSE16207,C0041351,ICD9CM,021.9,Tularemia NOS
GSE16207,C0041351,ICD9CM,021.9,Unspecified tularemia
GSE16207,C0041351,MSH,D014406,Tularemia
GSE1621,C0001314,MSH,D000208,Acute Disease
GSE1621,C0008679,MSH,D002908,Chronic Disease
GSE1621,C0018800,ICD9CM,429.3,Cardiomegaly
GSE16214,C0011303,MSH,D003711,Demyelinating Diseases
GSE16214,C0026769,ICD9CM,340,Multiple sclerosis
GSE16214,C0026769,MSH,D009103,Multiple Sclerosis
GSE1622-GPL1350,C0020538,ICD9CM,401-405.99,HYPERTENSIVE DISEASE
GSE1622-GPL1350,C0020538,ICD9CM,997.91,Complications affecting other specified body systems, not elsewhere classified, hypertension
GSE1622-GPL1350,C0020538,ICD9CM,997.91,Surg comp - hypertension
GSE1622-GPL1350,C0020538,MSH,D006973,Hypertension
GSE1622-GPL2796,C0020538,ICD9CM,401-405.99,HYPERTENSIVE DISEASE
GSE1622-GPL2796,C0020538,ICD9CM,997.91,Complications affecting other specified body systems, not elsewhere classified, hypertension
GSE1622-GPL2796,C0020538,ICD9CM,997.91,Surg comp - hypertension
GSE1622-GPL2796,C0020538,MSH,D006973,Hypertension
GSE16221,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16223,C0013819,ICD9CM,89.14,Electroencephalogram
GSE1623,C0011854,MSH,D003922,Diabetes Mellitus, Type 1
GSE16234,C0011175,ICD9CM,276.51,Dehydration
GSE16234,C0011175,MSH,D003681,Dehydration
GSE16243,C0149721,MSH,D017379,Hypertrophy, Left Ventricular
GSE16246,C0149721,MSH,D017379,Hypertrophy, Left Ventricular
GSE16247,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16260,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE16260,C0036330,ICD9CM,120.1,Schistosomiasis due to schistosoma mansoni
GSE16260,C0036330,MSH,D012555,Schistosomiasis mansoni
GSE16261-GPL4791,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE16261-GPL4791,C0036330,ICD9CM,120.1,Schistosomiasis due to schistosoma mansoni
GSE16261-GPL4791,C0036330,MSH,D012555,Schistosomiasis mansoni
GSE16261-GPL8606,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE16261-GPL8606,C0036330,ICD9CM,120.1,Schistosomiasis due to schistosoma mansoni
GSE16261-GPL8606,C0036330,MSH,D012555,Schistosomiasis mansoni
GSE16266,C0015967,ICD9CM,780.60,Fever NOS
GSE16266,C0015967,ICD9CM,780.60,Fever, unspecified
GSE1629,C0011334,ICD9CM,521.0,Dental caries
GSE1629,C0011334,ICD9CM,521.00,Dental caries NOS
GSE1629,C0011334,ICD9CM,521.00,Dental caries, unspecified
GSE1629,C0011334,MSH,D003731,Dental Caries
GSE16334,C0015625,MSH,D005199,Fanconi Anemia
GSE16348,C0026848,ICD9CM,359.9,Myopathy NOS
GSE16348,C0026848,ICD9CM,359.9,Myopathy, unspecified
GSE16348,C0026848,MSH,D009135,Muscular Diseases
GSE16353,C0019372,MSH,D006566,Herpesviridae Infections
GSE16353,C0036220,ICD9CM,176,Kaposi's sarcoma
GSE16353,C0036220,ICD9CM,176.9,Kaposi's sarcoma NOS
GSE16353,C0036220,ICD9CM,176.9,Kaposi's sarcoma, unspecified site
GSE16354,C0019372,MSH,D006566,Herpesviridae Infections
GSE16354,C0036220,ICD9CM,176,Kaposi's sarcoma
GSE16354,C0036220,ICD9CM,176.9,Kaposi's sarcoma NOS
GSE16354,C0036220,ICD9CM,176.9,Kaposi's sarcoma, unspecified site
GSE16355,C0019372,MSH,D006566,Herpesviridae Infections
GSE16355,C0036220,ICD9CM,176,Kaposi's sarcoma
GSE16355,C0036220,ICD9CM,176.9,Kaposi's sarcoma NOS
GSE16355,C0036220,ICD9CM,176.9,Kaposi's sarcoma, unspecified site
GSE16356,C0019372,MSH,D006566,Herpesviridae Infections
GSE16356,C0036220,ICD9CM,176,Kaposi's sarcoma
GSE16356,C0036220,ICD9CM,176.9,Kaposi's sarcoma NOS
GSE16356,C0036220,ICD9CM,176.9,Kaposi's sarcoma, unspecified site
GSE16357-GPL570,C0019372,MSH,D006566,Herpesviridae Infections
GSE16357-GPL570,C0036220,ICD9CM,176,Kaposi's sarcoma
GSE16357-GPL570,C0036220,ICD9CM,176.9,Kaposi's sarcoma NOS
GSE16357-GPL570,C0036220,ICD9CM,176.9,Kaposi's sarcoma, unspecified site
GSE16357-GPL8617,C0019372,MSH,D006566,Herpesviridae Infections
GSE16357-GPL8617,C0036220,ICD9CM,176,Kaposi's sarcoma
GSE16357-GPL8617,C0036220,ICD9CM,176.9,Kaposi's sarcoma NOS
GSE16357-GPL8617,C0036220,ICD9CM,176.9,Kaposi's sarcoma, unspecified site
GSE16363,C0001175,MSH,D000163,Acquired Immunodeficiency Syndrome
GSE16363,C0019693,ICD9CM,042,Human immuno virus dis
GSE16363,C0019693,ICD9CM,042,Human immunodeficiency virus [HIV] disease
GSE16363,C0019693,ICD9CM,042-042.99,HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION
GSE16363,C0019693,MSH,D015658,HIV Infections
GSE16379,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE16379,C0002395,MSH,D000544,Alzheimer Disease
GSE16384,C0036920,ICD9CM,202.2,Sezary's disease
GSE16390,C0008679,MSH,D002908,Chronic Disease
GSE16390,C0017154,ICD9CM,535.1,Atrophic gastritis
GSE16390,C0017154,MSH,D005757,Gastritis, Atrophic
GSE16390,C0079487,MSH,D016481,Helicobacter Infections
GSE16390,C0374997,ICD9CM,041.86,Helicobacter pylori
GSE16395,C0019621,MSH,D006646,Histiocytosis, Langerhans-Cell
GSE16406,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE16409,C0008679,MSH,D002908,Chronic Disease
GSE16409,C0024115,MSH,D008171,Lung Diseases
GSE16409,C0032285,MSH,D011014,Pneumonia
GSE16411,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE16411,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE16412,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE16412,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE16413,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE16413,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE16417,C0032080,MSH,D010935,Plant Diseases
GSE16419,C0032080,MSH,D010935,Plant Diseases
GSE16420,C0032080,MSH,D010935,Plant Diseases
GSE16432-GPL10105,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16432-GPL10106,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16432-GPL10107,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16432-GPL10108,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16432-GPL8650,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16432-GPL8651,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16432-GPL8652,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16432-GPL8653,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16432-GPL8654,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16434,C0032080,MSH,D010935,Plant Diseases
GSE16435,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE16435,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE16438,C0013264,MSH,D020388,Muscular Dystrophy, Duchenne
GSE16438,C0026851,MSH,D009137,Muscular Dystrophy, Animal
GSE16439,C0008679,MSH,D002908,Chronic Disease
GSE16439,C0017154,ICD9CM,535.1,Atrophic gastritis
GSE16439,C0017154,MSH,D005757,Gastritis, Atrophic
GSE16439,C0079487,MSH,D016481,Helicobacter Infections
GSE16439,C0374997,ICD9CM,041.86,Helicobacter pylori
GSE1644,C0020473,MSH,D006949,Hyperlipidemias
GSE1644,C0162871,MSH,D017544,Aortic Aneurysm, Abdominal
GSE16440-GPL1261,C0008679,MSH,D002908,Chronic Disease
GSE16440-GPL1261,C0017154,ICD9CM,535.1,Atrophic gastritis
GSE16440-GPL1261,C0017154,MSH,D005757,Gastritis, Atrophic
GSE16440-GPL1261,C0079487,MSH,D016481,Helicobacter Infections
GSE16440-GPL1261,C0374997,ICD9CM,041.86,Helicobacter pylori
GSE16440-GPL6402,C0008679,MSH,D002908,Chronic Disease
GSE16440-GPL6402,C0017154,ICD9CM,535.1,Atrophic gastritis
GSE16440-GPL6402,C0017154,MSH,D005757,Gastritis, Atrophic
GSE16440-GPL6402,C0079487,MSH,D016481,Helicobacter Infections
GSE16440-GPL6402,C0374997,ICD9CM,041.86,Helicobacter pylori
GSE16447,C0007789,MSH,D002547,Cerebral Palsy
GSE16447,C0034372,ICD9CM,344.00,Quadriplegia, unspecifd
GSE16447,C0034372,ICD9CM,344.00,Quadriplegia, unspecified
GSE16447,C0034372,MSH,D011782,Quadriplegia
GSE16455,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE16456,C0004763,ICD9CM,530.85,Barrett's esophagus
GSE16456,C0004763,MSH,D001471,Barrett Esophagus
GSE16461,C0003873,ICD9CM,714.0,Rheumatoid arthritis
GSE16461,C0003873,MSH,D001172,Arthritis, Rheumatoid
GSE16461,C0026769,ICD9CM,340,Multiple sclerosis
GSE16461,C0026769,MSH,D009103,Multiple Sclerosis
GSE16463,C0036472,ICD9CM,081.2,Scrub typhus
GSE16463,C0036472,MSH,D012612,Scrub Typhus
GSE16464,C0029408,ICD9CM,715.9,Osteoarthrosis, unspecified whether generalized or localized
GSE16464,C0029408,MSH,D010003,Osteoarthritis
GSE16467,C0043049,MSH,D014869,Water Intoxication
GSE16471,C0032080,MSH,D010935,Plant Diseases
GSE16472,C0032080,MSH,D010935,Plant Diseases
GSE16483,C0006110,ICD9CM,348.82,Brain death
GSE16483,C1623258,ICD9CM,89.52,Electrocardiogram
GSE16484,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16494,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE16499,C0003507,MSH,D001024,Aortic Valve Stenosis
GSE16499,C0007193,MSH,D002311,Cardiomyopathy, Dilated
GSE16499,C0018801,ICD9CM,428,Heart failure
GSE16499,C0018801,ICD9CM,428.9,Heart failure NOS
GSE16499,C0018801,ICD9CM,428.9,Heart failure, unspecified
GSE16499,C0018801,MSH,D006333,Heart Failure
GSE16499,C0151744,ICD9CM,410-414.99,ISCHEMIC HEART DISEASE
GSE16499,C0151744,MSH,D017202,Myocardial Ischemia
GSE1650,C0034067,ICD9CM,492,Emphysema
GSE1650,C0034067,MSH,D011656,Pulmonary Emphysema
GSE16510,C0032285,MSH,D011014,Pneumonia
GSE16512,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16515,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE1652,C0018801,ICD9CM,428,Heart failure
GSE1652,C0018801,ICD9CM,428.9,Heart failure NOS
GSE1652,C0018801,ICD9CM,428.9,Heart failure, unspecified
GSE1652,C0018801,MSH,D006333,Heart Failure
GSE1652,C0020538,ICD9CM,401-405.99,HYPERTENSIVE DISEASE
GSE1652,C0020538,ICD9CM,997.91,Complications affecting other specified body systems, not elsewhere classified, hypertension
GSE1652,C0020538,ICD9CM,997.91,Surg comp - hypertension
GSE1652,C0020538,MSH,D006973,Hypertension
GSE1652,C0020542,MSH,D006976,Hypertension, Pulmonary
GSE1652,C0149721,MSH,D017379,Hypertrophy, Left Ventricular
GSE1652,C0162770,MSH,D017380,Hypertrophy, Right Ventricular
GSE16522,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16529,C0042384,MSH,D014657,Vasculitis
GSE16532,C0021361,ICD9CM,628,Infertility, female
GSE16532,C0021361,ICD9CM,628.9,Female infertility NOS
GSE16532,C0021361,ICD9CM,628.9,Infertility, female, of unspecified origin
GSE16534,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16538,C0036205,MSH,D017565,Sarcoidosis, Pulmonary
GSE16547,C0036220,ICD9CM,176,Kaposi's sarcoma
GSE16547,C0036220,ICD9CM,176.9,Kaposi's sarcoma NOS
GSE16547,C0036220,ICD9CM,176.9,Kaposi's sarcoma, unspecified site
GSE16557,C0032080,MSH,D010935,Plant Diseases
GSE16558-GPL6244,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16558-GPL8695,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16559,C0024115,MSH,D008171,Lung Diseases
GSE16563,C0011311,ICD9CM,061,Dengue
GSE16563,C0011311,MSH,D003715,Dengue
GSE16576,C0524910,MSH,D019698,Hepatitis C, Chronic
GSE16578,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE1659,C0011854,MSH,D003922,Diabetes Mellitus, Type 1
GSE16593,C0019195,MSH,D006525,Hepatitis, Viral, Human
GSE16593,C0019196,ICD9CM,070.7,Unspecified viral hepatitis C
GSE16593,C0019196,MSH,D006526,Hepatitis C
GSE16593,C0019693,ICD9CM,042,Human immuno virus dis
GSE16593,C0019693,ICD9CM,042,Human immunodeficiency virus [HIV] disease
GSE16593,C0019693,ICD9CM,042-042.99,HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION
GSE16593,C0019693,MSH,D015658,HIV Infections
GSE16593,C0023890,MSH,D008103,Liver Cirrhosis
GSE16593,C0206609,MSH,D018178,Flaviviridae Infections
GSE16593,C0275524,MSH,D060085,Coinfection
GSE16596,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE16622,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16623,C0004775,ICD9CM,255.13,Bartter's syndrome
GSE16623,C0004775,MSH,D001477,Bartter Syndrome
GSE16623,C0020649,ICD9CM,458,Hypotension
GSE16623,C0020649,ICD9CM,458.9,Hypotension NOS
GSE16623,C0020649,ICD9CM,458.9,Hypotension, unspecified
GSE16624,C0020542,MSH,D006976,Hypertension, Pulmonary
GSE16655-GPL1261,C0013080,ICD9CM,758.0,Down's syndrome
GSE16655-GPL1261,C0013080,MSH,D004314,Down Syndrome
GSE16655-GPL1261,C0023462,ICD9CM,207.2,Megakaryocytic leukemia
GSE16655-GPL570,C0013080,ICD9CM,758.0,Down's syndrome
GSE16655-GPL570,C0013080,MSH,D004314,Down Syndrome
GSE16655-GPL570,C0023462,ICD9CM,207.2,Megakaryocytic leukemia
GSE16658,C0030567,ICD9CM,332,Parkinson's disease
GSE16658,C0030567,ICD9CM,332.0,Paralysis agitans
GSE16658,C0030567,MSH,D010300,Parkinson Disease
GSE16676,C0013080,ICD9CM,758.0,Down's syndrome
GSE16676,C0013080,MSH,D004314,Down Syndrome
GSE16676,C0023462,ICD9CM,207.2,Megakaryocytic leukemia
GSE16677,C0013080,ICD9CM,758.0,Down's syndrome
GSE16677,C0013080,MSH,D004314,Down Syndrome
GSE16677,C0023462,ICD9CM,207.2,Megakaryocytic leukemia
GSE16679,C0013080,ICD9CM,758.0,Down's syndrome
GSE16679,C0013080,MSH,D004314,Down Syndrome
GSE16679,C0023462,ICD9CM,207.2,Megakaryocytic leukemia
GSE16682,C0013080,ICD9CM,758.0,Down's syndrome
GSE16682,C0013080,MSH,D004314,Down Syndrome
GSE16682,C0023462,ICD9CM,207.2,Megakaryocytic leukemia
GSE16684,C0013080,ICD9CM,758.0,Down's syndrome
GSE16684,C0013080,MSH,D004314,Down Syndrome
GSE16684,C0023462,ICD9CM,207.2,Megakaryocytic leukemia
GSE16695,C0018823,ICD9CM,37.51,Heart transplantation
GSE16697,C0003756,MSH,D001117,Arenaviridae Infections
GSE16706,C0004153,ICD9CM,440,Atherosclerosis
GSE16706,C0004153,MSH,D050197,Atherosclerosis
GSE16715,C0175702,MSH,D018980,Williams Syndrome
GSE16716-GPL1261,C0023895,ICD9CM,573.9,Liver disorder NOS
GSE16716-GPL1261,C0023895,ICD9CM,573.9,Unspecified disorder of liver
GSE16716-GPL1261,C0023895,MSH,D008107,Liver Diseases
GSE16716-GPL1261,C0024115,MSH,D008171,Lung Diseases
GSE16716-GPL1261,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16716-GPL1261,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16716-GPL1355,C0023895,ICD9CM,573.9,Liver disorder NOS
GSE16716-GPL1355,C0023895,ICD9CM,573.9,Unspecified disorder of liver
GSE16716-GPL1355,C0023895,MSH,D008107,Liver Diseases
GSE16716-GPL1355,C0024115,MSH,D008171,Lung Diseases
GSE16716-GPL1355,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16716-GPL1355,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16716-GPL570,C0023895,ICD9CM,573.9,Liver disorder NOS
GSE16716-GPL570,C0023895,ICD9CM,573.9,Unspecified disorder of liver
GSE16716-GPL570,C0023895,MSH,D008107,Liver Diseases
GSE16716-GPL570,C0024115,MSH,D008171,Lung Diseases
GSE16716-GPL570,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16716-GPL570,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16716-GPL96,C0023895,ICD9CM,573.9,Liver disorder NOS
GSE16716-GPL96,C0023895,ICD9CM,573.9,Unspecified disorder of liver
GSE16716-GPL96,C0023895,MSH,D008107,Liver Diseases
GSE16716-GPL96,C0024115,MSH,D008171,Lung Diseases
GSE16716-GPL96,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16716-GPL96,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16724,C0013080,ICD9CM,758.0,Down's syndrome
GSE16724,C0013080,MSH,D004314,Down Syndrome
GSE16728,C0002895,ICD9CM,282.6,Sickle-cell disease
GSE16728,C0002895,ICD9CM,282.60,Sickle cell disease NOS
GSE16728,C0002895,ICD9CM,282.60,Sickle-cell disease, unspecified
GSE16728,C0002895,MSH,D000755,Anemia, Sickle Cell
GSE16730,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE1674,C0020538,ICD9CM,401-405.99,HYPERTENSIVE DISEASE
GSE1674,C0020538,ICD9CM,997.91,Complications affecting other specified body systems, not elsewhere classified, hypertension
GSE1674,C0020538,ICD9CM,997.91,Surg comp - hypertension
GSE1674,C0020538,MSH,D006973,Hypertension
GSE16741,C0011303,MSH,D003711,Demyelinating Diseases
GSE1675,C0020538,ICD9CM,401-405.99,HYPERTENSIVE DISEASE
GSE1675,C0020538,ICD9CM,997.91,Complications affecting other specified body systems, not elsewhere classified, hypertension
GSE1675,C0020538,ICD9CM,997.91,Surg comp - hypertension
GSE1675,C0020538,MSH,D006973,Hypertension
GSE16750,C0032962,ICD9CM,646.9,Unspecified complication of pregnancy
GSE16750,C0032962,MSH,D011248,Pregnancy Complications
GSE16759-GPL570,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE16759-GPL570,C0002395,MSH,D000544,Alzheimer Disease
GSE16759-GPL8757,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE16759-GPL8757,C0002395,MSH,D000544,Alzheimer Disease
GSE16790,C0013516,ICD9CM,88.72,Diagnostic ultrasound of heart
GSE16790,C0013516,ICD9CM,88.72,Dx ultrasound-heart
GSE16790,C0149721,MSH,D017379,Hypertrophy, Left Ventricular
GSE16791,C0026764,ICD9CM,203.0,Multiple myeloma
GSE16797,C0026691,ICD9CM,446.1,Acute febrile mucocutaneous lymph node syndrome [MCLS]
GSE16797,C0026691,ICD9CM,446.1,Mucocutan lymph node syn
GSE16797,C0026691,MSH,D009080,Mucocutaneous Lymph Node Syndrome
GSE16798,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE16803,C0032269,MSH,D011008,Pneumococcal Infections
GSE16805,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE16805,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE16816,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16837,C0038160,MSH,D013203,Staphylococcal Infections
GSE16837,C0206171,MSH,D017714,Community-Acquired Infections
GSE16839,C0015934,ICD9CM,764.9,Fetal growth retardation, unspecified
GSE16839,C0015934,ICD9CM,764.90,Fet growth retard wtNOS
GSE16839,C0015934,ICD9CM,764.90,Fetal growth retardation, unspecified, unspecified [weight]
GSE16844,C0023343,ICD9CM,030,Leprosy
GSE16844,C0023343,ICD9CM,030.9,Leprosy NOS
GSE16844,C0023343,ICD9CM,030.9,Leprosy, unspecified
GSE16844,C0023343,MSH,D007918,Leprosy
GSE16846,C0034069,MSH,D011658,Pulmonary Fibrosis
GSE16846,C1800706,ICD9CM,516.31,Idiopath pulmon fibrosis
GSE16846,C1800706,ICD9CM,516.31,Idiopathic pulmonary fibrosis
GSE16846,C1800706,MSH,D054990,Idiopathic Pulmonary Fibrosis
GSE16847,C0009319,MSH,D003092,Colitis
GSE16847,C0011991,ICD9CM,787.91,Diarrhea
GSE16847,C0014347,MSH,D004756,Enterobacteriaceae Infections
GSE16852,C0026946,ICD9CM,110-118.99,MYCOSES
GSE16852,C0026946,MSH,D009181,Mycoses
GSE16870,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE16875,C0032080,MSH,D010935,Plant Diseases
GSE16879,C0010346,MSH,D003424,Crohn Disease
